LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",SUNGEI RAMBAT,ALLIANCE - MCA,OOI WENG TEE,MALE,,872,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",SUNGEI RAMBAT,REJECTED BALLOT PAPERS,,,,31,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",SUNGEI RAMBAT,TOTAL BALLOTS ISSUED,,,,1750,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",SUNGEI RAMBAT,TOTAL ELECTORATE,,,,2319,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",SUNGEI RAMBAT,TURNOUT (%),,,,75.4,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,INDEPENDENT,TAN TEIK JIN,MALE,,455,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,ALLIANCE - UMNO,SHAIK DAWOOD,MALE,,551,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,SF,TAN CHIN TEIK,MALE,,549,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,REJECTED BALLOT PAPERS,,,,23,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,TOTAL BALLOTS ISSUED,,,,1578,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,TOTAL ELECTORATE,,,,1905,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KULIM ROAD WARD,TURNOUT (%),,,,82.8,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,PMIP,ISMAIL BIN YUSOF,MALE,,495,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,ALLIANCE - UMNO,ABU BAKAR BIN DIN,MALE,,1122,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,REJECTED BALLOT PAPERS,,,,34,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,TOTAL BALLOTS ISSUED,,,,1651,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,TOTAL ELECTORATE,,,,2053,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",HUTAN NIBONG WARD,TURNOUT (%),,,,80.5,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,SF,SIM MAN LEE,MALE,,741,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,ALLIANCE - MCA,OOI CHEONG LIN,MALE,,725,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,REJECTED BALLOT PAPERS,,,,49,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TOTAL BALLOTS ISSUED,,,,1515,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TOTAL ELECTORATE,,,,2029,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TURNOUT (%),,,,74.6,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,ALLIANCE - UMNO,HUSSAIN BIN CHIK,MALE,,925,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,SF,HJ. MOHAMED ALI BIN ARSHAD,MALE,,556,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,REJECTED BALLOT PAPERS,,,,36,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TOTAL BALLOTS ISSUED,,,,1517,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TOTAL ELECTORATE,,,,1806,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TURNOUT (%),,,,83.9,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,SF,LEONG YOON CHYE,MALE,,614,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,ALLIANCE - MCA,LEE CHONG LIAT,MALE,,1204,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,REJECTED BALLOT PAPERS,,,,46,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TOTAL BALLOTS ISSUED,,,,1864,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TOTAL ELECTORATE,,,,2257,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TURNOUT (%),,,,82.6,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,PMIP,MOHAMED BIN SHARIFF,MALE,,425,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,ALLIANCE - UMNO,A. RAHMAN BIN OMAR,MALE,,1088,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,REJECTED BALLOT PAPERS,,,,35,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TOTAL BALLOTS ISSUED,,,,1548,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TOTAL ELECTORATE,,,,1817,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TURNOUT (%),,,,85.2,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,INDEPENDENT,MOHAMED BIN TAIB,MALE,,234,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,ALLIANCE - MCA,LIM KOK HONG,MALE,,660,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,SF,PAHARUDDIN BIN IBRAHIM,MALE,,354,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,REJECTED BALLOT PAPERS,,,,18,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TOTAL BALLOTS ISSUED,,,,1266,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TOTAL ELECTORATE,,,,1587,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TURNOUT (%),,,,79.8,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,ALLIANCE - UMNO,CHE YAN BT. H. HUSSAIN,FEMALE,,1286,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,SF,OTHMAN BIN SHAFIE,MALE,,372,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,36,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,1694,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TOTAL ELECTORATE,,,,2131,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TURNOUT (%),,,,79.5,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,SF,WONG AH TAK,MALE,,736,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,ALLIANCE - MCA,ONG BOOK CHUAN @ NG SWEE CHING,MALE,,1217,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,REJECTED BALLOT PAPERS,,,,34,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,TOTAL BALLOTS ISSUED,,,,1987,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,TOTAL ELECTORATE,,,,2296,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SIMPANG AMPAT WARD,TURNOUT (%),,,,86.5,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,SF,MD. NOOR BIN SAIDIN,MALE,,462,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,ALLIANCE - UMNO,MD. NOOR BIN MAHMOOD,MALE,,626,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,REJECTED BALLOT PAPERS,,,,18,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,TOTAL BALLOTS ISSUED,,,,1106,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,TOTAL ELECTORATE,,,,1362,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TASEK WARD,TURNOUT (%),,,,81.2,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,SF,SEOW HUN BOO,MALE,,886,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,ALLIANCE - MCA,ANTHONY KOK FOOK SEN,MALE,,836,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,REJECTED BALLOT PAPERS,,,,41,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,TOTAL BALLOTS ISSUED,,,,1763,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,TOTAL ELECTORATE,,,,1989,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP UTARA WARD,TURNOUT (%),,,,88.6,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,ALLIANCE - MCA,CHIN FOOK GOOI,MALE,,656,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,SF,TAMIN BIN HAJI ABDULLAH,MALE,,480,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,REJECTED BALLOT PAPERS,,,,20,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,TOTAL BALLOTS ISSUED,,,,1156,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,TOTAL ELECTORATE,,,,1466,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP WARD,TURNOUT (%),,,,78.9,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,ALLIANCE - MCA,LIM TEIK HOE,MALE,,796,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,SF,TAN BAK TIANG,MALE,,747,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,REJECTED BALLOT PAPERS,,,,29,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,TOTAL BALLOTS ISSUED,,,,1572,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,TOTAL ELECTORATE,,,,1780,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",SUNGEI BAKAP SELATAN WARD,TURNOUT (%),,,,83,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",CALEDONIA WARD,SF,"ARMOGAM, A. @ ARUMUGAM, A.",MALE,,909,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",CALEDONIA WARD,ALLIANCE - UMNO,M. MOHAMED ISMAIL,MALE,,962,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",CALEDONIA WARD,REJECTED BALLOT PAPERS,,,,32,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",CALEDONIA WARD,TOTAL ELECTORATE,,,,2467,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",CALEDONIA WARD,TURNOUT (%),,,,77.2,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,ALLIANCE - UMNO,RADZI BIN HAJI SAAD,MALE,,1269,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,SF,KHOR PENG CHONG,MALE,,1019,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,REJECTED BALLOT PAPERS,,,,33,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TOTAL BALLOTS ISSUED,,,,2321,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TOTAL ELECTORATE,,,,2720,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TURNOUT (%),,,,85.3,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,SF,OSMAN BIN MD. NOOH,MALE,,450,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,ALLIANCE - UMNO,DARUS BIN MD. AKIL,MALE,,1044,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,REJECTED BALLOT PAPERS,,,,39,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TOTAL BALLOTS ISSUED,,,,1533,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TOTAL ELECTORATE,,,,1932,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TURNOUT (%),,,,79.4,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,SF,ARIFIN BIN MAT,MALE,,539,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,ALLIANCE - UMNO,HASHIM BIN PUTEH,MALE,,1017,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,REJECTED BALLOT PAPERS,,,,35,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TOTAL BALLOTS ISSUED,,,,1591,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TOTAL ELECTORATE,,,,2050,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TURNOUT (%),,,,77.6,,