COUNCIL,DIVISION,WARD NUMBER,WARD NAME,COALITION/PARTY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,CANDIDATE VOTES,STATUS,UNCONTESTED VICTORY
BAU DISTRICT COUNCIL,FIRST DIVISION,1,JAGOI,ALLIANCE,NYABONG PA DORIS,MALE,,,WON,Y
BAU DISTRICT COUNCIL,FIRST DIVISION,1,JAGOI,ALLIANCE,MIGEN ANAK MESENG,MALE,,,WON,Y
BAU DISTRICT COUNCIL,FIRST DIVISION,2,KROKONG/TRINGGUS,ALLIANCE,RADON ANAK GAMOI,MALE,,159,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,2,KROKONG/TRINGGUS,ALLIANCE,SAWANG ANAK MIDIR,MALE,,97,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,3,BUSO,SUPP,LOO FOO NAM,MALE,,228,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,3,BUSO,ALLIANCE,LIEW NAM KHIN,MALE,,41,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,4,BUSO/MUSI,SUPP,BONG MUK SING,MALE,,135,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,4,BUSO/MUSI,PANAS,BUANG BIN MINUN,MALE,,43,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,4,BUSO/MUSI,INDEPENDENT,FOO KIM SIEW,MALE,,3,LOST DEPOSIT,N
BAU DISTRICT COUNCIL,FIRST DIVISION,4,BUSO/MUSI,ALLIANCE,HAJI DAHLAN BIN BOJENG,MALE,,10,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,5,SERUMBU,ALLIANCE,SALAU PA NYAUN,MALE,,350,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,5,SERUMBU,INDEPENDENT,JOHN LOYAR,MALE,,294,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,5,SERUMBU,ALLIANCE,TINGO ANAK MINGES,MALE,,234,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,5,SERUMBU,ALLIANCE,BELI ANAK BAIS,MALE,,121,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,5,SERUMBU,INDEPENDENT,ASEN ANAK MUNJIM,MALE,,109,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,6,BAU,SUPP,CHONG MUK CHONG,MALE,,906,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,6,BAU,SUPP,LEW JEW SOON,MALE,,894,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,6,BAU,ALLIANCE,LIU YU TSHIUNG,MALE,,157,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,6,BAU,ALLIANCE,NG KHUI HIUNG,MALE,,151,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,7,TANJONG DURIAN/LIDAH TANAH,SUPP,CHIN SHIN KU,MALE,,217,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,7,TANJONG DURIAN/LIDAH TANAH,PANAS,HAMDAN BIN KARIM,MALE,,100,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,7,TANJONG DURIAN/LIDAH TANAH,ALLIANCE,ABOT BIN RAJAK,MALE,,25,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,7,TANJONG DURIAN/LIDAH TANAH,INDEPENDENT,CHONG SIP,MALE,,18,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,8,SINIAWAN/PAKU,SUPP,ONG GUAN CHENG,MALE,,539,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,8,SINIAWAN/PAKU,ALLIANCE,SITEM ANAK LIAS,MALE,,281,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,8,SINIAWAN/PAKU,PANAS,RANJES ANAK NYOWIN,MALE,,186,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,8,SINIAWAN/PAKU,INDEPENDENT,NG FAH SHIN,MALE,,3,LOST DEPOSIT,N
BAU DISTRICT COUNCIL,FIRST DIVISION,8,SINIAWAN/PAKU,INDEPENDENT,THIAN BOON SEN,MALE,,0,LOST DEPOSIT,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,PANAS,REMIGIUS DURIN ANAK NYANGU,MALE,,342,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,INDEPENDENT,MICHAEL REDA ANAK NYANGGU,MALE,,231,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,INDEPENDENT,AKUN ANAK RIGUT,MALE,,227,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,INDEPENDENT,MEJA ANAK NGINDAN,MALE,,193,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,PANAS,PHILIP JUIN ANAK NYA'AP,MALE,,73,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,9,SINGGI,INDEPENDENT,FRANCIS MAIN ANAK NORAP,MALE,,11,LOST DEPOSIT,N
BAU DISTRICT COUNCIL,FIRST DIVISION,10,GROGO/SUBA,ALLIANCE,LITES ANAK SIMOI,MALE,,206,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,10,GROGO/SUBA,PANAS,MIA ANAK MUNTING,MALE,,144,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,10,GROGO/SUBA,INDEPENDENT,RASEH ANAK NYANIA,MALE,,43,LOST,N
BAU DISTRICT COUNCIL,FIRST DIVISION,10,GROGO/SUBA,INDEPENDENT,NUYING ANAK NULIS,MALE,,0,LOST DEPOSIT,N
BAU DISTRICT COUNCIL,FIRST DIVISION,11,TONDONG,SUPP,LIEW THANG @ LIEW CH'RU,MALE,,,WON,Y
BAU DISTRICT COUNCIL,FIRST DIVISION,12,OPAR/STENGGANG,ALLIANCE,JUNEK ANAK DOLLAH,MALE,,132,WON,N
BAU DISTRICT COUNCIL,FIRST DIVISION,12,OPAR/STENGGANG,PANAS,WAM ANAK NYAYIM,MALE,,100,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,1,SIMUNJAN,PANAS,LEE THIAN KEE,MALE,,266,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,1,SIMUNJAN,INDEPENDENT,LIEW MING CHUNG,MALE,,201,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,2,KALAKA/SATEMAN,PANAS,ABANG ASSIM BIN ABANG BAKAR,MALE,,590,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,2,KALAKA/SATEMAN,SUPP,ABANG PAUZI BIN ABANG CHEE,MALE,,25,LOST DEPOSIT,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,3,SG. ALIT/TEMIANG,SUPP,ENTERI ANAK TUSAN,MALE,,184,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,3,SG. ALIT/TEMIANG,PANAS,ISEK ANAK ANUM,MALE,,114,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,3,SG. ALIT/TEMIANG,ALLIANCE,KADEH ANAK DUGA,MALE,,142,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,4,GEDONG/LUBOK PUNGGOR,PANAS,SUJANG BIN HJ. AMIN,MALE,,,WON,Y
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,5,KAPAYANG/BUKIT PUNDA,ALLIANCE,LICHU ANAK BANYONG,MALE,,265,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,5,KAPAYANG/BUKIT PUNDA,INDEPENDENT,DIGAT ANAK BRIAP,MALE,,82,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,5,KAPAYANG/BUKIT PUNDA,INDEPENDENT,JAGOK ANAK PIKOK,MALE,,34,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,5,KAPAYANG/BUKIT PUNDA,SUPP,KUCHAI ANAK LINGGANG,MALE,,40,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,6,ISU/TELAGUS,PANAS,DRANG ANAK LUTA,MALE,,,WON,Y
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,7,SG. ARUS/ENTANGGOR,ALLIANCE,BICHIN ANAK TINDIN,MALE,,164,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,7,SG. ARUS/ENTANGGOR,SUPP,PATA ANAK LUTA,MALE,,53,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,8,SEBANGAN/SELANGKING,PANAS,ABANG MUHI BIN ABANG ALEK,MALE,,431,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,8,SEBANGAN/SELANGKING,SUPP,CHANG SHIN,MALE,,44,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,8,SEBANGAN/SELANGKING,INDEPENDENT,CHOO SIONG KHENG,MALE,,48,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,9,ENSENGEI/RANGKANG,PANAS,BUJANG BIN HAJI JEMAN,MALE,,349,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,9,ENSENGEI/RANGKANG,ALLIANCE,BUNSI ANAK GEBOH,MALE,,169,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,10,PENDAM/JAIE,PANAS,JULAIHI BIN YASSIN,MALE,,,WON,Y
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,11,JEMUKAN/STOK,SUPP,LAI SUI SING,MALE,,224,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,11,JEMUKAN/STOK,PANAS,SUHAI BIN JAPAR,MALE,,167,LOST,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,12,SEMERA/SEPAYER,PANAS,BOJENG BIN INDOT,MALE,,622,WON,N
LOWER SADONG DISTRICT COUNCIL,FIRST DIVISION,12,SEMERA/SEPAYER,SUPP,CHIU KIM CHONG,MALE,,144,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,1,SAMPADI,PANAS,SUHAILI BIN JANTAN,MALE,,315,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,1,SAMPADI,ALLIANCE,CHIL BIN LAHIR,MALE,,15,LOST DEPOSIT,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,1,SAMPADI,INDEPENDENT,WAHAB BIN AIM,MALE,,68,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,2,STUNGKOR,ALLIANCE,NYUNGGEM ANAK MUNJING,MALE,,,WON,Y
LUNDU DISTRICT COUNCIL,FIRST DIVISION,3,JANGKAR,INDEPENDENT,ANGGU ANAK OTOH,MALE,,128,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,3,JANGKAR,ALLIANCE,GOH HONG PING,MALE,,109,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,3,JANGKAR,INDEPENDENT,BAKANG ANAK SAIR,MALE,,9,LOST DEPOSIT,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,4,BATANG KAYANG,ALLIANCE,KALONG ANAK JUMAT,MALE,,212,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,4,BATANG KAYANG,SUPP,KASEH ANAK TAHA,MALE,,18,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,5,STUNGGANG,PANAS,DOLHASSAN BIN LUYOK,MALE,,211,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,5,STUNGGANG,ALLIANCE,HUSSAINI BIN MATZEN,MALE,,78,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,6,SEBIRIS,SUPP,SEPANG ANAK KALONG KONG,MALE,,245,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,6,SEBIRIS,ALLIANCE,TAGAS ANAK PETOR,MALE,,160,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,7,LUNDU TOWN,SUPP,PUNG TENG HONG,MALE,,270,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,7,LUNDU TOWN,INDEPENDENT,HENRY KUEK,MALE,,19,LOST DEPOSIT,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,7,LUNDU TOWN,ALLIANCE,JIMMY SIM MOH HUAT,MALE,,144,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,8,SELING,PANAS,BOLHI BIN AHMAD,MALE,,111,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,8,SELING,ALLIANCE,IRI BIN SERUJI,MALE,,59,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,8,SELING,SUPP,NYABONG ANAK SADAM,MALE,,18,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,8,SELING,INDEPENDENT,PAUZAN BIN SALLEH,MALE,,36,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,9,SEKAMBAL,PANAS,SU'UD BIN UDIN,MALE,,156,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,9,SEKAMBAL,ALLIANCE,BOL ANAK NUNDI,MALE,,73,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,9,SEKAMBAL,SUPP,CHONG HEE SHIN,MALE,,100,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,10,SEMATAN RURAL,INDEPENDENT,LAU AH FOO,MALE,,100,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,10,SEMATAN RURAL,SUPP,LOW KIM FAH,MALE,,81,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,11,SEMATAN BAZAAR,PANAS,DEMAN BIN SAHMAT,MALE,,159,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,11,SEMATAN BAZAAR,INDEPENDENT,GOH KHENG HOON,MALE,,32,LOST,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,12,PUEH,ALLIANCE,AJAM ANAK KALOM,MALE,,142,WON,N
LUNDU DISTRICT COUNCIL,FIRST DIVISION,12,PUEH,PANAS,MILOS ANAK NIMBUN,MALE,,80,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,PANAS,ABONG BIN TAIP,MALE,,1167,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,PANAS,AKNEE BIN TAIP,MALE,,1156,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,PANAS,IKHWAN ZAINIE,MALE,,1150,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,ALLIANCE,HAJI HUSSEIN HJ. KAWI,MALE,,746,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,ALLIANCE,HAJI SATEM BIN HAJI SULONG,MALE,,743,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,ALLIANCE,MOHAMMAD BIN HJ. BAKRI,MALE,,716,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,1,DATU'S,INDEPENDENT,ATTAELLAH ZAINUDDIN,MALE,,30,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,PANAS,LEONG HO YUEN,MALE,,573,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,PANAS,MOHAMAD BIN MUSA,MALE,,570,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,PANAS,HAJI MOHAMAD ALI BIN AHMAD,MALE,,568,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,ALLIANCE,AWANG HAJI WAL BIN AWANG ABU,MALE,,412,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,ALLIANCE,ALFRED UNTENG MASON,MALE,,411,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,ALLIANCE,HAJI JARA'EE BIN HAJI IBRAHIM,MALE,,392,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,SUPP,CHONG KIM POH,MALE,,297,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,SUPP,PATRICK AGUS ANAK BAKAR,MALE,,284,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,2,MOSQUE,INDEPENDENT,ABANG HAJI MOHAMAD KASSIM BIN ABG. MOHAMAD TAHA,MALE,,45,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,SUPP,ONG GUAN POH,MALE,,459,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,SUPP,PETER NG ENG LIM,MALE,,429,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,SUPP,ABDUL KADIR MARICAN,MALE,,423,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,ALLIANCE,WILLIAM TAN,MALE,,394,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,ALLIANCE,LEE SWEE HOCK,MALE,,360,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,ALLIANCE,PETER WONG CHIAP FATT,MALE,,301,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,PANAS,STEPHEN HARRY,MALE,,183,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,PANAS,TAN HOCK SENG,MALE,,174,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,3,SATOK SOUTH,INDEPENDENT,TIONG MEE KING,MALE,,56,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,SUPP,HENRY ONG KEE CHUAN,MALE,,1004,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,SUPP,CHAN WENG ON,MALE,,943,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,SUPP,GEORGE SEAH KIM SENG,MALE,,879,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,ALLIANCE,ABDUL RAHMAN BIN YA'KUP,MALE,,553,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,ALLIANCE,FRANCIS TAN ENG CHONG,MALE,,539,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,ALLIANCE,SIM KHENG LUNG,MALE,,530,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,4,ROCK,INDEPENDENT,YEO CHENG HOE,MALE,,327,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,SUPP,STEPHEN YONG KUET TZE,MALE,42,716,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,SUPP,LAM TENG KUI,MALE,,682,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,SUPP,HO WAH HIN,MALE,,670,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,ALLIANCE,DANIEL KOK YAN SWEE,MALE,,299,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,ALLIANCE,TAN TSAK YU,MALE,,297,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,ALLIANCE,J. CHONG EN HYUK,MALE,,274,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,INDEPENDENT,SIM PENG CHO,MALE,,94,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,5,MARKET,INDEPENDENT,WAN ABU BAKAR TALIB,MALE,,6,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,SUPP,ONG KEE HUI,MALE,49,955,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,SUPP,SONG THIAN CHEOK,MALE,,807,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,SUPP,JIMMIE SIM KHENG HUA,MALE,,766,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,INDEPENDENT,LO FOOT KEE,MALE,,380,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,ALLIANCE,WONG KAI WONG,MALE,,149,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,ALLIANCE,CHAI HANG,MALE,,120,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,6,BAZAAR,ALLIANCE,ANDREW LIM ENG HOCK,MALE,,79,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,SUPP,HO AIK CHEW,MALE,,1466,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,SUPP,SONG THIAN HO,MALE,,1444,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,SUPP,TAN JAK CHI,MALE,,1314,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,ALLIANCE,TAN TAK SEND,MALE,,370,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,ALLIANCE,TING MING HUAI,MALE,,294,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,ALLIANCE,WONG AH SUAN,MALE,,258,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,7,PADUNGAN,INDEPENDENT,WU HWA,MALE,,207,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,SUPP,HO HO LIM,MALE,,852,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,SUPP,CHUA CHOO SENG,MALE,,815,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,SUPP,CHARLES LINANG,MALE,,787,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,ALLIANCE,LO YANG CHO,MALE,,232,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,ALLIANCE,ANSELM SHII DAI SENG,MALE,,214,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,ALLIANCE,NGUI AH SHIN,MALE,,213,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,8,CENTRAL,INDEPENDENT,CHAN KIOK LENG,MALE,,126,LOST DEPOSIT,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,SUPP,BARBARA BAY,FEMALE,63,1128,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,SUPP,CHAN SIAW HEE,MALE,,1120,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,SUPP,LIM KIM SENG,MALE,,1074,WON,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,INDEPENDENT,ABANG AHMAD BIN DATU HAKIM ABG. HJ. MOHIDEEN,MALE,,430,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,ALLIANCE,SYLVESTER CHAI MOOK NYAN,MALE,,283,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,ALLIANCE,CHOO WOON HO,MALE,,283,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,ALLIANCE,CHONG KIA KIM,MALE,,279,LOST,N
KUCHING MUNICIPAL COUNCIL,FIRST DIVISION,9,EAST,INDEPENDENT,BUSRAH OTHMAN,MALE,,9,LOST DEPOSIT,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,1,PADAWAN,ALLIANCE,JANGAT ANAK BATEH,MALE,,637,WON,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,1,PADAWAN,SUPP,LAI MIN JUN ,MALE,,116,LOST,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,2,BENGOH,PANAS,SEGUS ANAK GINYAI,MALE,,256,WON,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,2,BENGOH,INDEPENDENT,ACHEK ANAK SWEAR,MALE,,181,LOST,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,2,BENGOH,ALLIANCE,T. K. BESONG ANAK SEMAS,MALE,,78,LOST,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,2,BENGOH,SUPP,LIM CHIEW TECK @ SUT ANAK MEGUS,MALE,,44,LOST,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,3,PANGKALAN KUT,SUPP,LEE SHOON NAM,MALE,,904,WON,N
KUCHING RURAL DISTRICT COUNCIL,FIRST DIVISION,3,PANGKALAN KUT,SUPP,SAWER ANAK GANEK,MALE,,871,WON,N
